License #,Dt,DBA Name,AKA Name,Facility Type,Inspection Date,License # - Flag
1860,2012-10-25,HALE FRANCISCAN HIGH SCHOOL,HALE FRANCISCAN,SCHOOL,10/25/2012,Correct
1865,2016-09-29,CHICAGO PRODUCE,CHICAGO PRODUCE,GROCERY STORE,09/29/2016,Correct
1869,2016-08-05,SUPAROSSA,LEGNO/SUPAROSSA CARRY OUT,RESTAURANT,08/05/2016,Correct
1872,2016-08-05,MR B'S INC,BIAGIO'S,RESTAURANT,08/05/2016,Correct
1876,2017-01-05,GENE'S SAUSAGE SHOP & DELI INC,JIMEMEZ FRESH MARKET,GROCERY STORE,01/05/2017,Correct
1879,2017-05-12,1350 LAKE SHORE DR. COMMISSARY,1350 LAKE SHORE DR. COMMISSARY,GROCERY STORE,05/12/2017,Correct
1889,2012-07-16,TASTE DISCO & STEAK HOUSE,TASTE DISCO & STEAK HOUSE,UNKNOWN,07/16/2012,Correct
1891,2012-08-02,TASTE DISCO & STEAK HOUSE,TASTE DISCO & STEAK HOUSE,UNKNOWN,08/02/2012,Correct
1904,2016-01-19,"JADRAN, LTD","JADRAN, LTD",UNKNOWN,01/19/2016,Correct
1911,2014-12-04,MAMA PINA'S RESTAURANT ITALIA,MAMA PINA'S RESTAURANT ITALIA,UNKNOWN,12/04/2014,Correct
1918,2017-03-20,BIG,BIG BAR,RESTAURANT,03/20/2017,Correct
1922,2017-03-20,BISTRO 151/BAR AT 151,AMERICAN CRAFT,RESTAURANT,03/20/2017,Correct
1925,2017-03-20,CRYSTAL BALLROOM/PLAZA BALLROOM,CRYSTAL BALLROOM/PLAZA BALLROOM,RESTAURANT,03/20/2017,Correct
1928,2017-03-20,FAT EDDIE'S EMPLOYEE CAFETERIA,FAT EDDIE'S EMPLOYEE CAFETERIA,RESTAURANT,03/20/2017,Correct
1929,2017-03-20,REGENCY CATERERS,WEST TOWER KITCHEN,RESTAURANT,03/20/2017,Correct
1931,2012-12-13,TED LENART REGIONAL,CECIL PARTEET PC SCHOOL,SCHOOL,12/13/2012,Correct
1932,2017-03-20,STETSON'S,STETSON'S,RESTAURANT,03/20/2017,Correct
1937,2017-03-20,THE GALLERY,THE LIVING ROOM,RESTAURANT,03/20/2017,Correct
1939,2017-03-20,EAST TOWER MAIN KITCHEN,EAST TOWER MAIN KITCHEN,RESTAURANT,03/20/2017,Correct
1945,2012-12-26,HYATT REGENCY CHICAGO-J'S DELI,HYATT REGENCY CHICAGO-J'S DELI,RESTAURANT,12/26/2012,Correct
1955,2017-06-19,EAST BANK CLUB,EAST BANK CLUB,RESTAURANT,06/19/2017,Correct
1958,2010-05-06,THRESHOLDS,THE DINCIN CENTER FOR RECOVERY,SHELTER,05/06/2010,Correct
1975,2013-06-13,FENNIGAN'S,FENNIGAN'S,RESTAURANT,06/13/2013,Correct
1976,2017-03-07,HOLY TRINITY HIGH SCHOOL,HOLY TRINITY HIGH SCHOOL,SCHOOL,03/07/2017,Correct
1978,2013-08-20,ORLY'S/JALAPENO,THE BIG EASY,RESTAURANT,08/20/2013,Correct
1980,2012-07-26,CINCO HERMANAS,CINCO HERMANAS,UNKNOWN,07/26/2012,Correct
1982,2012-07-26,CINCO HERMANAS,CINCO HERMANAS,UNKNOWN,07/26/2012,Correct
1984,2017-04-21,MI TIERRA,MI TIERRA,RESTAURANT,04/21/2017,Correct
1996,2013-08-06,DECIMA MUSA,DECIMA MUSA,UNKNOWN,08/06/2013,Correct
2003,2016-11-16,MON AMI GABI,MON AMI GABI,RESTAURANT,11/16/2016,Correct
2010,2012-05-31,CARMENS PLACE,CARMENS PLACE,LIQUOR,05/31/2012,Correct
2015,2013-12-12,GRAND DIVISION GYROS INC,GRAND DIVISION GYROS INC,UNKNOWN,12/12/2013,Correct
2017,2014-08-19,1555 CLUB,1555 CLUB,RESTAURANT,08/19/2014,Correct
2028,2012-05-16,PASHA RESTAURANT,PASHA RESTAURANT,UNKNOWN,05/16/2012,Correct
2032,2014-09-11,KINGS FOOD & LIQUOR INC,KINGS FOOD & LIQUOR INC,UNKNOWN,09/11/2014,Correct
2035,2017-01-26,ESPERANZA SCHOOL,ESPERANZA SCHOOL,SCHOOL,01/26/2017,Correct
2036,2011-11-17,"SEVEN NINE ELEVEN FOOD MART, INC.","SEVEN NINE ELEVEN FOOD MART, INC.",GROCERY STORE,11/17/2011,Correct
2049,2011-05-10,LEONARD HARRY SCHOOL,LEONARD HARRY SCHOOL,SCHOOL,05/10/2011,Correct
2055,2014-12-22,LAKE VIEW FOODS INC,LAKE VIEW FOODS INC,GROCERY STORE,12/22/2014,Correct
2059,2010-10-29,F & G LIQUOR AND FOOD MART,F & G LIQUOR AND FOOD MART,GROCERY STORE,10/29/2010,Correct
2063,2014-12-03,MISKA'S MONTCLARE,MISKA'S MONTCLARE,GROCERY/TAVERN,12/03/2014,Correct
2067,2010-04-22,ARTIS KING LUDD,ARTIS KING LUDD,LIQUOR,04/22/2010,Correct
2071,2013-08-07,BROWN'S CHICKEN & PASTA,BROWN'S CHICKEN & PASTA,RESTAURANT,08/07/2013,Correct
2072,2013-11-27,HEARTLAND CAFE INC,HEARTLAND CAFE,RESTAURANT,11/27/2013,Correct
2086,2016-06-20,MIDWAY LOUNGE,MARISCOS LA DIABLA,RESTAURANT,06/20/2016,Correct
2115,2016-09-01,YOSHI'S CAFE,YOSHI'S CAFE,RESTAURANT,09/01/2016,Correct
2122,2013-09-30,"LA CREPERIE, INC.",LA CREPERIE,RESTAURANT,09/30/2013,Correct
2128,2010-09-17,CLUB HOLIDAY,CLUB HOLIDAY,UNKNOWN,09/17/2010,Correct
2132,2017-02-07,JONES ACADEMY HIGH SCHOOL,JONES ACADEMY HIGH SCHOOL,SCHOOL,02/07/2017,Correct
2147,2015-10-19,OUR LADY OF THE GARDEN,OUR LADY OF THE GARDEN,SCHOOL,10/19/2015,Correct
2150,2016-09-23,NAT'L GUARD OF LITHUANIA,NAT'L GUARD OF LITHUANIA,RESTAURANT,09/23/2016,Correct
2159,2011-11-01,CANARYVILLE S A C,CANARYVILLE S A C,TAVERN,11/01/2011,Correct
2167,2013-09-17,C & P FRIED RICE INC,C & P FRIED RICE INC,RESTAURANT,09/17/2013,Correct
2172,2015-12-10,"THE LODGE TAVERN, INC.","THE LODGE TAVERN, INC.",BAR,12/10/2015,Correct
2188,2015-12-29,CHICAGO MIDWEST VEND SYS INC,CHICAGO MIDWEST VEND SYS INC,UNKNOWN,12/29/2015,Correct
2197,2012-07-20,MAC KELLY'S GREEN & THINGS INC,MAC KELLY'S GREEN & THINGS INC,RESTAURANT,07/20/2012,Correct
2199,2012-09-07,4 & 1 CANDY STORE,4 & 1 CANDY STORE,GROCERY STORE,09/07/2012,Correct
2217,2017-01-26,LITTLE CAESAR PIZZA TREAT #1605,LITTLE CAESAR PIZZA TREAT #1605,RESTAURANT,01/26/2017,Correct
2218,2017-07-11,LITTLE CAESARS PIZZA TREAT #1627,LITTLE CAESAR'S PIZZA,RESTAURANT,07/11/2017,Correct
2221,2016-08-04,LITTLE CAESAR PIZZA #1650,LITTLE CAESAR PIZZA #1650,RESTAURANT,08/04/2016,Correct
2222,2016-05-09,LITTLE CAESAR PIZZA #1643,LITTLE CAESAR 'S PIZZA,RESTAURANT,05/09/2016,Correct
2223,2016-08-24,LITTLE CAESAR PIZZA #1651,LITTLE CAESAR'S PIZZA,RESTAURANT,08/24/2016,Correct
2224,2017-01-23,LITTLE CAESAR PIZZA #1648,LITTLE CAESAR PIZZA #1648,RESTAURANT,01/23/2017,Correct
2225,2013-04-24,LITTLE CAESARS PIZZA,LITTLE CAESARS PIZZA,RESTAURANT,04/24/2013,Correct
2328,2012-07-26,STARBUCKS COFFEE #2901,STARBUCKS COFFEE #2901,RESTAURANT,07/26/2012,Correct
2488,2010-03-08,SCHULZE & BURCH BISCUIT CO,SCHULZE & BURCH BISCUIT CO,WHOLESALE,03/08/2010,Correct
2489,2010-03-19,BAKERY CHEF,BAKERY CHEF,UNKNOWN,03/19/2010,Correct
2495,2011-08-15,ALPHA BAKING INC,ALPHA BAKING INC,WHOLESALE,08/15/2011,Correct
2505,2013-06-20,"DEL REY TORTILLERIA, INC.","DEL REY TORTILLERIA, INC.",GROCERY STORE,06/20/2013,Correct
2507,2014-09-25,DEL REY TORTELLERIA,DEL REY TORTELLERIA,UNKNOWN,09/25/2014,Correct
2510,2015-02-24,DOMINO'S PASTRIES,DOMINO'S PASTRIES,BAKERY,02/24/2015,Correct
2513,2014-12-02,FLOS BAKE SHOP INC,FLOS BAKE SHOP INC,UNKNOWN,12/02/2014,Correct
2516,2013-12-19,RAHMIGS HOUSE OF FINE CHOC INC,RAHMIGS HOUSE OF FINE CHOC INC,BAKERY,12/19/2013,Correct
2518,2015-11-13,FRANCISCO BONILLA,EL NOPAL BAKERY,BAKERY,11/13/2015,Correct
2519,2013-09-18,FRANCISO & CELIA BONILLA,FRANCISO & CELIA BONILLA,BAKERY,09/18/2013,Correct
2520,2014-08-13,SCAFURI BAKERY,SCAFURI BAKERY,UNKNOWN,08/13/2014,Correct
2521,2011-02-07,NICK DAMATO,NICK DAMATO,UNKNOWN,02/07/2011,Correct
2522,2016-10-18,LAESPIGA DE ORO BAKERY,LAESPIGA DE ORO BAKERY,BAKERY,10/18/2016,Correct
2523,2010-09-10,LAESPIGA DE ORO BAKERY,LAESPIGA DE ORO BAKERY,BAKERY,09/10/2010,Correct
2526,2016-12-13,ROESER'S BAKERY,ROESER'S BAKERY,BAKERY,12/13/2016,Correct
2529,2016-11-10,JOHN PTICEK,PTICEK'S BAKERY,BAKERY,11/10/2016,Correct
2535,2016-11-01,BRIDGEPORT BAKERY,BRIDGEPORT BAKERY,RESTAURANT,11/01/2016,Correct
2554,2013-01-09,PLAYA AZUL RESTAURANT,PLAYA AZUL RESTAURANT,UNKNOWN,01/09/2013,Correct
2595,2013-08-21,WHITE STOKES CO INC,WHITE STOKES CO INC,WHOLESALE,08/21/2013,Correct
2606,2012-09-13,GUERNSEY BEL INC,GUERNSEY BEL INC,UNKNOWN,09/13/2012,Correct
2676,2015-10-23,WRONGS,WRONGS,LIQUOR,10/23/2015,Correct
2745,2014-09-11,GAS CITY,GAS CITY,GAS STATION,09/11/2014,Correct
2751,2016-09-28,HON KEE REST INC,HON KEE RESTAURANT,RESTAURANT,09/28/2016,Correct
2760,2016-08-30,SALVATORE'S,SALVATORE'S,RESTAURANT,08/30/2016,Correct
2767,2017-06-06,MASTERS PANCAKE HOUSE,MASTERS PANCAKE HOUSE,RESTAURANT,06/06/2017,Correct
2772,2014-12-03,KENNEDY MOBIL INC,KENNEDY MOBIL INC,UNKNOWN,12/03/2014,Correct
2781,2012-06-22,GENERAL CAB SERV INC,GENERAL CAB SERV INC,UNKNOWN,06/22/2012,Correct
2816,2010-04-22,PARK'S STANDARD,PARK'S STANDARD,UNKNOWN,04/22/2010,Correct
2822,2013-06-27,JAMES STANDARD SERVICE,JAMES STANDARD SERVICE,UNKNOWN,06/27/2013,Correct
2826,2017-03-29,NUTS ON CLARK INC,NUTS ON CLARK INC,GROCERY STORE,03/29/2017,Correct
2841,2013-05-30,MONTROSE-KEDZIE AMOCO,MONTROSE-KEDZIE AMOCO,UNKNOWN,05/30/2013,Correct
2889,2011-10-28,J F SERVICE INC,J F SERVICE INC,RESTAURANT,10/28/2011,Correct
2896,2011-11-23,OPEN KITCHEN INC,OPEN KITCHEN INC,WHOLESALE,11/23/2011,Correct
2897,2017-04-21,OPEN KITCHENS,OPEN KITCHENS,CATERING,04/21/2017,Correct
2946,2014-04-01,GO TANE SERVICE STATION INC,GO TANE SERVICE STATION INC,UNKNOWN,04/01/2014,Correct
3009,2012-07-18,OBAN-POPEYE'S II INC,POPEYE'S,RESTAURANT,07/18/2012,Correct
3030,2014-12-19,PRENTICE CAFETERIA,PRENTICE CAFETERIA,UNKNOWN,12/19/2014,Correct
3032,2016-11-02,CANTEEN,CANTEEN,RESTAURANT,11/02/2016,Correct
3035,2014-12-15,THE EGG STORE INC,THE EGG STORE INC,GROCERY STORE,12/15/2014,Correct
3068,2012-07-30,VINCE'S THE PIZZA PEOPLE,VINCE'S THE PIZZA PEOPLE,UNKNOWN,07/30/2012,Correct
3070,2016-12-12,HUCK FINN DONUTS,HUCK FINN DONUTS,RESTAURANT,12/12/2016,Correct
3081,2010-02-05,LEON'S BAR-B-QUE,LEON'S BAR-B-QUE,RESTAURANT,02/05/2010,Correct
3166,2016-09-29,H & Z GROCERY STORE,H & Z GROCERY STORE,GROCERY STORE,09/29/2016,Correct
3206,2016-10-06,NEA AGORA PACKING COMPANY,NEA AGORA PACKING COMPANY,BUTCHER SHOP,10/06/2016,Correct
3222,2012-03-29,WHITE HEN PANTRY #073205,WHITE HEN PANTRY #073205,GROCERY STORE,03/29/2012,Correct
3252,2016-04-27,GEPPERTH'S MARKET INC,GEPPERTH'S MARKET INC,GROCERY STORE,04/27/2016,Correct
3256,2017-06-13,ROSEBUD FARM INC,ROSEBUD FARM INC,GROCERY STORE,06/13/2017,Correct
3280,2014-12-15,BIRDIE PAK PRODUCTS INC,BIRDIE PAK PRODUCTS INC,GROCERY STORE,12/15/2014,Correct
3283,2012-06-21,RITE LIQUORS,RITE LIQUORS,LIQUORE STORE/BAR,06/21/2012,Correct
3320,2017-03-16,"LAWRENCE'S FISHERIES, INC.","LAWRENCE'S FISHERIES, INC.",RESTAURANT,03/16/2017,Correct
3335,2010-05-06,PRESIDENTIAL MARKET INC,PRESIDENTIAL MARKET,GROCERY STORE,05/06/2010,Correct
3370,2012-11-20,LAS PINATAS MEXICAN RESTAURANT,LAS PINATAS MEXICAN RESTAURANT,RESTAURANT,11/20/2012,Correct
3430,2013-03-12,SONNY'S STORE,SONNY'S STORE,GROCERY STORE,03/12/2013,Correct
3516,2014-09-15,CALIFORNIA RESTAURANT,CALIFORNIA RESTAURANT,UNKNOWN,09/15/2014,Correct
3521,2012-05-15,RITA'S PLACE,RITA'S PLACE,RESTAURANT,05/15/2012,Correct
3522,2017-02-08,BIRRIERIA OCOTLAN,BIRRIERIA OCOTLAN,RESTAURANT,02/08/2017,Correct
3523,2016-09-26,PARISIS DRIVE IN,PARISIS DRIVE IN,RESTAURANT,09/26/2016,Correct
3525,2017-02-27,LU-LU'S INC,LU-LU'S INC,RESTAURANT,02/27/2017,Correct
3528,2017-05-19,MR BEEF,MR BEEF,RESTAURANT,05/19/2017,Correct
3532,2016-12-14,WOLFY'S,WOLFY'S,RESTAURANT,12/14/2016,Correct
3538,2013-01-09,RAFAEL CRUZ,RAFAEL CRUZ,RESTAURANT,01/09/2013,Correct
3542,2017-04-05,BURGER KING #142,BURGER KING,RESTAURANT,04/05/2017,Correct
3543,2017-01-30,CALUMET FISHERIES INC,CALUMET FISHERIES INC,RESTAURANT,01/30/2017,Correct
3556,2012-07-20,MCDONALDS #490,MCDONALDS #490,UNKNOWN,07/20/2012,Correct
3558,2017-03-31,SKYWAY DOG HOUSE INC,SKYWAY DOG HOUSE INC,RESTAURANT,03/31/2017,Correct
3563,2014-10-31,RIBS & BIBS INC,RIBS & BIBS INC,RESTAURANT,10/31/2014,Correct
3568,2013-09-13,IZOLA WHITE,IZOLA WHITE,RESTAURANT,09/13/2013,Correct
3569,2013-10-01,ROSELAND FOOD & LIQUOR INC,ROSELAND FOOD & LIQUOR INC,UNKNOWN,10/01/2013,Correct
3576,2012-09-26,ESTELLES KITCHEN,ESTELLES KITCHEN,RESTAURANT,09/26/2012,Correct
3580,2014-12-09,WM WRIGLEY JR COMPANY,WM WRIGLEY JR COMPANY,UNKNOWN,12/09/2014,Correct
3587,2010-12-03,STANS DRIVE-IN,STANS DRIVE-IN,UNKNOWN,12/03/2010,Correct
3590,2013-10-16,CAFE EL TAPATIO,CAFE EL TAPATIO,RESTAURANT,10/16/2013,Correct
3595,2017-04-27,EASTERN STYLE PIZZA II LT,EASTERN STYLE PIZZA II LT,RESTAURANT,04/27/2017,Correct
3596,2017-05-25,BYRONS KITCHENS,BYRONS KITCHENS,RESTAURANT,05/25/2017,Correct
3597,2014-08-27,HORSESHOE B.B.Q,HORSESHOE B.B.Q,RESTAURANT,08/27/2014,Correct
3612,2012-11-26,EL TACO LOCA RESTAURANT,EL TACO LOCA RESTAURANT,UNKNOWN,11/26/2012,Correct
3616,2017-06-12,SUPERDAWG DRIVE-IN INC,SUPERDAWG DRIVE-IN,RESTAURANT,06/12/2017,Correct
3627,2012-11-30,ANN SATHER'S CAFE ON SOUTHPORT,ANN SATHER'S CAFE ON SOUTHPORT,RESTAURANT,11/30/2012,Correct
3634,2017-04-13,RUTH KAPLAN,SAM'S RED  HOT,RESTAURANT,04/13/2017,Correct
3638,2010-01-15,KINGS NO. 2 DRIVE-IN,KINGS NO. 2 DRIVE-IN,RESTAURANT,01/15/2010,Correct
3640,2010-10-25,SAMS DRIVE IN,SAMS DRIVE IN,UNKNOWN,10/25/2010,Correct
3642,2017-03-10,THE MEDICI,THE MEDICI,RESTAURANT,03/10/2017,Correct
3643,2016-09-14,GUEY LON RESTAURANT,GUEY LON RESTAURANT,RESTAURANT,09/14/2016,Correct
3644,2017-08-04,MAN-JO-VIN INC,MAN-JO-VIN,RESTAURANT,08/04/2017,Correct
3647,2011-04-25,MOTHER & SON SNACK SHOP,MOTHER & SON SNACK SHOP,UNKNOWN,04/25/2011,Correct
3650,2016-09-14,HEROS,HEROS,RESTAURANT,09/14/2016,Correct
3651,2016-05-17,FAT JOHNNIES RED HOTS,FAT JOHNNIES RED HOTS,RESTAURANT,05/17/2016,Correct
3662,2015-05-18,MCDONALD'S,MCDONALD'S,UNKNOWN,05/18/2015,Correct
3663,2017-03-15,SANOS PIZZERIA,SANOS PIZZERIA,RESTAURANT,03/15/2017,Correct
3666,2012-12-06,TURNER'S BAR B Q HOUSE & SEA FOOD,TURNER'S BAR B Q HOUSE & SEA FOOD,UNKNOWN,12/06/2012,Correct
3669,2016-06-27,YUMMY YUMMY ASIAN CUISINE,YUMMY YUMMY ASIAN CUISINE,RESTAURANT,06/27/2016,Correct
3679,2013-11-14,IRVING PULASKI SHELL STATION,IRVING PULASKI SHELL STATION,GROCERY STORE,11/14/2013,Correct
3688,2017-07-28,B M G INC,BURGER KING,RESTAURANT,07/28/2017,Correct
3689,2010-01-22,HARMONY HAMBURGERS,HARMONY HAMBURGERS,RESTAURANT,01/22/2010,Correct
3694,2011-12-16,PUMP GRILL,PUMP GRILL,UNKNOWN,12/16/2011,Correct
3697,2013-08-27,M & J TAVERN INC,M & J TAVERN INC,RESTAURANT,08/27/2013,Correct
3703,2014-09-10,PARSES RED HOTS INC,PARSES RED HOTS,RESTAURANT,09/10/2014,Correct
3705,2017-07-27,THE NEW VALOIS REST INC,THE NEW VALOIS REST INC,RESTAURANT,07/27/2017,Correct
3712,2016-03-29,JUSTIN'S,JUSTIN'S,RESTAURANT,03/29/2016,Correct
3715,2013-08-19,ARCHDIOCESE OF CHICAGO FOOD SERVICE,ARCHDIOCESE OF CHICAGO FOOD SERVICE,COMMISSARY,08/19/2013,Correct
3726,2017-04-28,GEO'S PIZZA INC,GEO'S PIZZA INC,RESTAURANT,04/28/2017,Correct
3727,2013-02-27,ALL AMERICAN NURSING HOME,ALL AMERICAN NURSING HOME,LONG TERM CARE FACILITY,02/27/2013,Correct
3732,2017-04-19,NOTTOLI ITALIAN FOODS,NOTTOLI ITALIAN FOODS,GROCERY STORE,04/19/2017,Correct
3737,2011-09-09,ALS RED HOTS INC,ALS RED HOTS INC,RESTAURANT,09/09/2011,Correct
3738,2014-08-05,MC DONALD'S,MC DONALD'S,RESTAURANT,08/05/2014,Correct
3742,2016-07-07,DUNKIN DONUTS,DUNKIN DONUTS,RESTAURANT,07/07/2016,Correct
3743,2015-07-06,TERRY'S,TERRY'S,RESTAURANT,07/06/2015,Correct
3750,2014-12-03,FIORE DELICATESSEN,FIORE DELICATESSEN,GROCERY STORE,12/03/2014,Correct
3752,2017-03-29,BIG TOP RESTAURANT,BIG TOP RESTAURANT,RESTAURANT,03/29/2017,Correct
3755,2016-09-08,SOUTHTOWN HEALTH FOODS,SOUTHTOWN HEALTH FOODS,GROCERY STORE,09/08/2016,Correct
3769,2017-01-05,STELLA'S DINER,STELLA'S DINER,RESTAURANT,01/05/2017,Correct
3770,2013-02-14,DEL CAMPO PIZZERIA,DEL CAMPO PIZZERIA,UNKNOWN,02/14/2013,Correct
3772,2013-05-30,WALKER HARRIS,WALKER HARRIS,WHOLESALE,05/30/2013,Correct
3774,2015-05-07,MAXS DRIVE INN,MAXS DRIVE INN,RESTAURANT,05/07/2015,Correct
3775,2017-02-02,JACKYS HOT DOGS,JACKYS HOT DOGS,RESTAURANT,02/02/2017,Correct
3777,2013-11-21,HSY ICECREAM & MORE,HSY ICECREAM & MORE,UNKNOWN,11/21/2013,Correct
3786,2016-11-10,PIZZA CASTLE,PIZZA CASTLE,RESTAURANT,11/10/2016,Correct
3787,2016-07-29,OLD FASHIONED DONUTS INC,OLD FASHIONED DONUTS INC,RESTAURANT,07/29/2016,Correct
3791,2017-02-02,MERCY HOME FOR BOYS AND GIRLS,MERCY HOME FOR BOYS AND GIRLS,SCHOOL,02/02/2017,Correct
3792,2012-03-08,IMPERIAL CONV & GERIATRIC,IMPERIAL CONV & GERIATRIC,LONG TERM CARE FACILITY,03/08/2012,Correct
3793,2012-07-02,BUSY BUMBLE BEE ACADEMY DAYCARE,BUSY BUMBLE BEE ACADEMY DAYCARE,DAYCARE (2-6 YEARS),07/02/2012,Correct
3798,2012-06-25,GLENCREST NURSING & REHAB CTR,GLENCREST NURSING & REHAB CTR,LONG TERM CARE FACILITY,06/25/2012,Correct
3799,2017-03-20,ORIGINAL FERRARA INC,ORIGINAL FERRARA INC,RESTAURANT,03/20/2017,Correct
3800,2016-09-26,BURGER KING #,BURGER KING,RESTAURANT,09/26/2016,Correct
3801,2016-08-12,ALEXS HAMBURGERS,ALEXS HAMBURGERS,RESTAURANT,08/12/2016,Correct
3803,2016-12-09,ATHENIAN ROOM RESTAURANT,ATHENIAN ROOM RESTAURANT,RESTAURANT,12/09/2016,Correct
3812,2012-05-30,RAMOVA CHILI PARLOR,RAMOVA CHILI PARLOR,RESTAURANT,05/30/2012,Correct
3814,2014-11-17,TAURUS FLAVORS,TAURUS FLAVORS,RESTAURANT,11/17/2014,Correct
3833,2017-05-08,G & N SNACK SHOP,G & N SNACK SHOP,RESTAURANT,05/08/2017,Correct
3835,2013-06-04,ONESTI PIZZA INC,ONESTI PIZZA INC,RESTAURANT,06/04/2013,Correct
3843,2013-11-18,MARGIE POULOS,MARGIE POULOS,RESTAURANT,11/18/2013,Correct
3845,2010-08-09,FREDINE REYNOLDS,FREDINE REYNOLDS,RESTAURANT,08/09/2010,Correct
3846,2016-10-25,BOB-O-RINO'S,BOB-O-RINO'S,RESTAURANT,10/25/2016,Correct
3847,2016-07-06,TONY'S ITALIAN BEEF,TONY'S ITALIAN BEEF,RESTAURANT,07/06/2016,Correct
3850,2017-01-30,RODOLFO DI SAPIO,EL MERCADO FOOD MART,GROCERY STORE,01/30/2017,Correct
3866,2017-03-09,UPTOWN PIZZA & BQ,UPTOWN PIZZA & BQ,RESTAURANT,03/09/2017,Correct
3868,2010-01-28,HAROLD'S CHICKEN SHACK #15,HAROLD'S CHICKEN SHACK #15,UNKNOWN,01/28/2010,Correct
3878,2012-03-15,HAROLD'S CHICKEN SHACK #6,HAROLD'S CHICKEN SHACK #6,UNKNOWN,03/15/2012,Correct
3881,2013-12-02,URUAPAN,URUAPAN,RESTAURANT,12/02/2013,Correct
3887,2016-11-15,CARMS SNACK SHOP,CARMS SNACK SHOP,RESTAURANT,11/15/2016,Correct
3892,2016-08-15,JAKE'S PUP IN THE RUF INC,JAKE'S PUP IN THE RUF,RESTAURANT,08/15/2016,Correct
3893,2010-09-01,JAKE'S PUP IN THE RUF INC,JAKE'S PUP IN THE RUF,RESTAURANT,09/01/2010,Correct
3896,2017-05-17,OBBIES PIZZA INC,OBBIES PIZZA INC,RESTAURANT,05/17/2017,Correct
3903,2014-06-23,NICKY'S HOT DOGS,NICKY'S HOT DOGS,RESTAURANT,06/23/2014,Correct
3911,2014-11-14,HARRY A AKOURIS,ART'S RESTAURANT,RESTAURANT,11/14/2014,Correct
3914,2016-07-07,PIZZA NOVA INC,PIZZA NOVA INC,RESTAURANT,07/07/2016,Correct
3917,2013-05-10,PETES PIZZA NO 2,PETES PIZZA NO 2,RESTAURANT,05/10/2013,Correct
3918,2013-03-12,MR SHRIMP,MR SHRIMP,RESTAURANT,03/12/2013,Correct
3923,2017-01-24,MR. D'S SNACK SHOP,MR. D'S SNACK SHOP,RESTAURANT,01/24/2017,Correct
3932,2013-04-08,PIZZA RIBS & THINGS,PIZZA RIBS & THINGS,RESTAURANT,04/08/2013,Correct
3933,2017-06-22,PAMPANEAS CUISINE FILIPINO RESTAURANT,PAMPANGA'S CUISINE FILIPINO RESTAURANT,RESTAURANT,06/22/2017,Correct
3941,2017-01-17,PALACE GRILL,PALACE GRILL,RESTAURANT,01/17/2017,Correct
3943,2016-12-21,L'APPETITO IMP ITALIAN FDS INC,L'APPETITO,RESTAURANT,12/21/2016,Correct
3946,2015-02-05,SUBMARINE PORT INC,SUBMARINE PORT INC,RESTAURANT,02/05/2015,Correct
3951,2012-07-20,LA SCALA RESTAURANT PIZZERIA,LA SCALA RESTAURANT PIZZERIA,UNKNOWN,07/20/2012,Correct
3953,2016-12-05,TEL AVIV RESTAURANT INC,TEL AVIV RESTAURANT INC,RESTAURANT,12/05/2016,Correct
3954,2014-10-01,FRANKLY SPEAKING INC,FRANKLY SPEAKING INC,UNKNOWN,10/01/2014,Correct
3959,2012-08-24,BOOMERS,BOOMERS,UNKNOWN,08/24/2012,Correct
3969,2014-04-25,ARAMARK @ AMERITECH,ARAMARK @ AMERITECH,RESTAURANT,04/25/2014,Correct
3974,2017-06-06,ARAMARK,THE CAFE,RESTAURANT,06/06/2017,Correct
3976,2015-06-11,HOLIDAY INN MART PLAZA,HOLIDAY INN MART PLAZA,UNKNOWN,06/11/2015,Correct
3979,2012-04-09,C & G SNACK SHOP,C & G SNACK SHOP,UNKNOWN,04/09/2012,Correct
3984,2012-01-31,CARMEN'S  OF LOYOLA,CARMEN'S  OF LOYOLA,RESTAURANT,01/31/2012,Correct
3988,2013-05-07,THOMAS DOFNIS,THOMAS DOFNIS,UNKNOWN,05/07/2013,Correct
3990,2012-04-25,CHICKIES DRIVE - IN,CHICKIES DRIVE - IN,UNKNOWN,04/25/2012,Correct
3991,2014-12-12,SUPERMERCADO GUADALAJARA #2,SUPERMERCADO GUADALAJARA #2,GROCERY STORE,12/12/2014,Correct
4008,2012-04-18,STOCK YARDS PACKING CO,STOCK YARDS PACKING CO,WHOLESALE,04/18/2012,Correct
4024,2010-10-07,MID WEST IMPORTS,MID WEST IMPORTS,UNKNOWN,10/07/2010,Correct
4025,2016-08-16,ROMANIAN KOSHER SAUSAGE CO,ROMANIAN KOSHER SAUSAGE,GROCERY STORE,08/16/2016,Correct
4035,2010-11-10,NEIMAN BROS INC,NEIMAN BROS INC,WHOLESALE,11/10/2010,Correct
4040,2010-04-22,SPARRER SAUSAGE CO,SPARRER SAUSAGE CO,UNKNOWN,04/22/2010,Correct
4058,2010-03-05,ECONOMY PACKING CO,ECONOMY PACKING CO,WHOLESALE,03/05/2010,Correct
4077,2015-08-17,L ISAASCSON STEIN FISH CO INC,L ISAASCSON STEIN FISH CO INC,FISH MARKET,08/17/2015,Correct
4117,2017-04-13,"COLUMBUS MEAT MARKET, INC.","COLUMBUS MEAT MARKET, INC.",WHOLESALE,04/13/2017,Correct
